sec,EEG,alpha,beta,delta,theta
15.49,-5.3772,0.488167,0.415241,-4.96601,-0.933524
15.495,-5.48706,0.516728,0.787935,-4.85546,-1.04226
15.5,-5.59082,0.496953,0.759759,-4.73967,-1.12915
15.505,-5.5481,0.427382,0.367755,-4.61883,-1.18985
15.51,-5.78003,0.311633,-0.158843,-4.49318,-1.22067
15.515,-6.28662,0.158455,-0.537112,-4.36298,-1.2187
15.52,-6.35986,-0.0187777,-0.590687,-4.22853,-1.18193
15.525,-6.12183,-0.203163,-0.338792,-4.09016,-1.10933
15.53,-5.70068,-0.375998,0.0332744,-3.94822,-1.00095
15.535,-5.04761,-0.518562,0.296603,-3.8031,-0.858001
15.54,-4.83398,-0.614172,0.316558,-3.65521,-0.682993
15.545,-4.58374,-0.650226,0.123783,-3.50501,-0.479687
15.55,-4.3335,-0.6199,-0.119157,-3.35296,-0.252998
15.555,-4.07715,-0.52323,-0.228679,-3.19952,-0.0089094
15.56,-3.56445,-0.367805,-0.118997,-3.04521,0.245797
15.565,-2.6001,-0.168096,0.144056,-2.89055,0.503682
15.57,-1.58081,0.0557773,0.384347,-2.73608,0.756846
15.575,-0.628662,0.280012,0.427277,-2.58232,0.997186
15.58,-0.360107,0.479734,0.211088,-2.42984,1.21663
15.585,-0.372314,0.631814,-0.16963,-2.2792,1.40753
15.59,-0.0671387,0.717562,-0.51426,-2.13098,1.56283
15.595,0.262451,0.725246,-0.632174,-1.98576,1.67638
15.6,0.640869,0.651675,-0.453278,-1.84409,1.74341
15.605,1.12305,0.502799,-0.0670915,-1.70654,1.76049
15.61,1.53198,0.293505,0.332119,-1.57368,1.72576
15.615,1.53198,0.0461041,0.557417,-1.44605,1.63909
15.62,1.22681,-0.212147,0.530116,-1.32421,1.50207
15.625,0.646973,-0.45196,0.309641,-1.20872,1.31808
15.63,0.0427246,-0.645405,0.0415418,-1.10011,1.09216
15.635,-0.482178,-0.769362,-0.13866,-0.998891,0.83093
15.64,-0.946045,-0.808342,-0.180888,-0.90558,0.542283
15.645,-0.854492,-0.75631,-0.131208,-0.820657,0.235221
15.65,-0.939941,-0.617562,-0.0822443,-0.74458,-0.0804734
15.655,-1.33057,-0.406553,-0.100107,-0.677785,-0.394672
15.66,-1.42212,-0.146457,-0.180202,-0.620677,-0.697107
15.665,-1.23901,0.133622,-0.257688,-0.573637,-0.97774
15.67,-1.12915,0.40195,-0.256203,-0.537002,-1.2272
15.675,-1.17798,0.627648,-0.139045,-0.511075,-1.43709
15.68,-1.06201,0.78437,0.0697783,-0.496136,-1.60027
15.685,-1.0376,0.853333,0.301768,-0.492434,-1.71118
15.69,-0.866699,0.825638,0.480313,-0.500176,-1.76614
15.695,-1.11084,0.703441,0.550485,-0.519533,-1.76346
15.7,-1.69067,0.499697,0.48882,-0.550637,-1.70355
15.705,-2.11182,0.236688,0.298864,-0.593571,-1.58883
15.71,-2.53296,-0.056482,0.00542083,-0.648375,-1.42359
15.715,-3.11279,-0.347125,-0.341412,-0.715058,-1.21396
15.72,-3.65601,-0.602595,-0.659648,-0.793594,-0.96762
15.725,-3.94897,-0.793989,-0.843731,-0.883914,-0.693544
15.73,-3.66821,-0.899401,-0.798416,-0.985896,-0.401818
15.735,-2.86255,-0.906368,-0.487392,-1.09937,-0.103034
15.74,-1.98975,-0.813335,0.0300972,-1.22414,0.192101
15.745,-1.25122,-0.62983,0.601714,-1.35996,0.473174
15.75,-0.57373,-0.375379,1.03205,-1.50653,0.7304
15.755,0.128174,-0.0773441,1.16043,-1.66356,0.954919
15.76,0.384521,0.232034,0.928941,-1.83068,1.13922
15.765,0.158691,0.519101,0.407154,-2.00751,1.27733
15.77,-0.561523,0.752447,-0.235904,-2.19363,1.36506
15.775,-1.36719,0.906204,-0.796515,-2.38856,1.40027
15.78,-1.88599,0.96285,-1.10714,-2.59183,1.38288
15.785,-1.85547,0.915181,-1.08727,-2.80292,1.3148
15.79,-1.9043,0.767262,-0.759589,-3.02127,1.19993
15.795,-1.98975,0.534067,-0.234191,-3.24631,1.04398
15.8,-2.30103,0.239846,0.329556,-3.47747,0.854146
15.805,-2.64893,-0.084391,0.77121,-3.71414,0.638852
15.81,-2.93579,-0.404117,0.976281,-3.95569,0.40732
15.815,-3.6377,-0.684857,0.907227,-4.20146,0.16937
15.82,-4.66309,-0.895844,0.609423,-4.45077,-0.0649988
15.825,-5.7251,-1.01335,0.187832,-4.70294,-0.28608
15.83,-6.48193,-1.02329,-0.234522,-4.95728,-0.484951
15.835,-7.51953,-0.923091,-0.556714,-5.21309,-0.65369
15.84,-8.08716,-0.722089,-0.720764,-5.46964,-0.785748
15.845,-7.84302,-0.440789,-0.711647,-5.72624,-0.876263
15.85,-7.51343,-0.108793,-0.544163,-5.98219,-0.922212
15.855,-7.2998,0.238331,-0.253797,-6.23677,-0.922499
15.86,-7.03735,0.562794,0.100911,-6.4893,-0.877932
15.865,-6.53076,0.828701,0.434837,-6.73911,-0.791207
15.87,-6.17676,1.0061,0.648512,-6.98552,-0.666745
15.875,-6.09131,1.07438,0.663596,-7.22788,-0.510601
15.88,-6.32324,1.02459,0.466809,-7.46553,-0.329988
15.885,-6.61621,0.860925,0.132002,-7.69784,-0.133097
15.89,-7.24487,0.60056,-0.205558,-7.92421,0.0711329
15.895,-7.84912,0.271935,-0.414614,-8.14404,0.273426
15.9,-8.45337,-0.0884386,-0.436302,-8.35676,0.46473
15.905,-8.83789,-0.440137,-0.308683,-8.56184,0.636567
15.91,-8.65479,-0.74328,-0.131263,-8.75877,0.781341
15.915,-8.56323,-0.96315,0.00529219,-8.94707,0.892639
15.92,-8.93555,-1.0744,0.0736735,-9.12628,0.96542
15.925,-9.18579,-1.06403,0.107529,-9.29603,0.996265
15.93,-9.28955,-0.933206,0.150088,-9.45592,0.983551
15.935,-9.11255,-0.697395,0.201185,-9.60563,0.927478
15.94,-8.95386,-0.384519,0.209687,-9.74485,0.83009
15.945,-8.75244,-0.0316624,0.122479,-9.8733,0.695207
15.95,-8.76465,0.319432,-0.0518286,-9.99074,0.528214
15.955,-9.13696,0.627244,-0.222846,-10.097,0.335801
15.96,-9.3811,0.85556,-0.270141,-10.1919,0.125733
15.965,-9.62524,0.977956,-0.135161,-10.2753,-0.0935045
15.97,-9.67407,0.981172,0.116805,-10.3471,-0.313019
15.975,-9.66797,0.866822,0.322096,-10.4073,-0.523883
15.98,-10.0403,0.651153,0.324736,-10.4559,-0.717513
15.985,-10.8826,0.362796,0.0912735,-10.493,-0.886058
15.99,-11.9202,0.0390535,-0.250501,-10.5185,-1.02275
15.995,-12.8296,-0.27885,-0.48457,-10.5327,-1.12212
16,-13.2446,-0.551192,-0.447044,-10.5357,-1.1802
16.005,-12.9517,-0.744676,-0.137368,-10.5276,-1.19473
16.01,-12.1826,-0.836627,0.277711,-10.5087,-1.1652
16.015,-11.7798,-0.818025,0.569398,-10.4793,-1.09272
16.02,-11.8408,-0.694369,0.586317,-10.4396,-0.980009
16.025,-11.7676,-0.484797,0.335619,-10.3901,-0.831279
16.03,-11.7004,-0.219405,-0.0400008,-10.331,-0.652161
16.035,-11.2366,0.0648391,-0.3625,-10.2627,-0.449404
16.04,-10.4614,0.329066,-0.517655,-10.1857,-0.230529
16.045,-9.49707,0.537694,-0.491128,-10.1004,-0.00352435
16.05,-9.25903,0.663381,-0.333803,-10.0072,0.223422
16.055,-9.00879,0.690556,-0.104145,-9.90659,0.44225
16.06,-8.40454,0.617296,0.158411,-9.79916,0.645365
16.065,-7.4646,0.455429,0.413441,-9.68538,0.825984
16.07,-6.80542,0.228815,0.589791,-9.56579,0.978316
16.075,-7.01904,-0.0299234,0.593636,-9.4409,1.09774
16.08,-7.94678,-0.284004,0.367098,-9.3113,1.18102
16.085,-8.5022,-0.497575,-0.0432277,-9.17755,1.22645
16.09,-8.39844,-0.64054,-0.473564,-9.04023,1.23364
16.095,-8.21533,-0.692682,-0.715147,-8.89994,1.20364
16.1,-8.6731,-0.646281,-0.636268,-8.75723,1.13878
16.105,-8.6792,-0.507048,-0.272269,-8.61269,1.04258
16.11,-7.86743,-0.293265,0.183596,-8.46689,0.919649
16.115,-7.08008,-0.0332458,0.492904,-8.32039,0.775425
16.12,-6.70776,0.238394,0.515964,-8.17378,0.615855
16.125,-6.82983,0.485445,0.28896,-8.02759,0.447185
16.13,-7.4585,0.675,-0.0144163,-7.8824,0.27565
16.135,-7.92236,0.781672,-0.206152,-7.73873,0.107181
16.14,-7.69653,0.790735,-0.203509,-7.59712,-0.0526866
16.145,-7.45239,0.70001,-0.0640869,-7.45806,-0.199051
16.15,-7.44019,0.519923,0.0799742,-7.32206,-0.327942
16.155,-8.00171,0.272039,0.129061,-7.18959,-0.436366
16.16,-8.53882,-0.013745,0.0814713,-7.06111,-0.522295
16.165,-8.94165,-0.303146,0.0116064,-6.93707,-0.584791
16.17,-8.80127,-0.56175,-0.0106693,-6.81789,-0.623961
16.175,-8.58154,-0.759237,0.0128568,-6.70394,-0.640849
16.18,-8.66699,-0.87303,0.0138908,-6.59558,-0.637337
16.185,-8.60596,-0.890822,-0.0691977,-6.49317,-0.616116
16.19,-8.40454,-0.811533,-0.215024,-6.39702,-0.580512
16.195,-8.11768,-0.645198,-0.312492,-6.30741,-0.534175
16.2,-7.22046,-0.41136,-0.238733,-6.22463,-0.480806
16.205,-6.37207,-0.136548,0.0325394,-6.1489,-0.423995
16.21,-5.70679,0.149014,0.38139,-6.08042,-0.367089
16.215,-5.07202,0.415006,0.601026,-6.01935,-0.31309
16.22,-4.83398,0.634244,0.53613,-5.96583,-0.26451
16.225,-4.81567,0.785486,0.201422,-5.91998,-0.22315
16.23,-4.94385,0.855397,-0.212761,-5.88189,-0.190021
16.235,-5.42603,0.839643,-0.460845,-5.8516,-0.165344
16.24,-5.77393,0.742853,-0.410302,-5.82916,-0.148606
16.245,-5.5603,0.577585,-0.135631,-5.81456,-0.13869
16.25,-5.34668,0.362541,0.13538,-5.8078,-0.133942
16.255,-5.68848,0.120297,0.18929,-5.80882,-0.13222
16.26,-6.34766,-0.125132,-0.0107153,-5.81755,-0.131078
16.265,-6.70166,-0.350573,-0.290875,-5.83391,-0.12799
16.27,-6.7749,-0.53574,-0.391195,-5.85777,-0.120479
16.275,-7.08618,-0.66497,-0.162053,-5.88901,-0.106237
16.28,-6.98242,-0.728441,0.30855,-5.92747,-0.0832488
16.285,-6.23779,-0.722754,0.73672,-5.97298,-0.0499761
16.29,-5.68848,-0.650815,0.830113,-6.02536,-0.00546863
16.295,-5.77393,-0.521403,0.491266,-6.0844,0.0505783
16.3,-6.64063,-0.348319,-0.107235,-6.14988,0.117753
16.305,-7.17773,-0.148889,-0.632222,-6.22159,0.194951
16.31,-6.86646,0.0575294,-0.805465,-6.29925,0.280351
16.315,-5.95703,0.251233,-0.576307,-6.38264,0.37144
16.32,-5.08423,0.413928,-0.134056,-6.47148,0.46522
16.325,-4.59595,0.530354,0.23828,-6.56551,0.558295
16.33,-4.46167,0.589722,0.35867,-6.66446,0.6469
16.335,-4.45557,0.586787,0.248947,-6.76803,0.72709
16.34,-4.43115,0.522372,0.0820996,-6.87596,0.794994
16.345,-4.58374,0.403576,0.0268501,-6.98795,0.847002
16.35,-4.65088,0.243308,0.115731,-7.10372,0.879879
16.355,-4.80347,0.0591565,0.234498,-7.22299,0.890945
16.36,-5.31006,-0.128285,0.232478,-7.34547,0.878264
16.365,-5.95703,-0.297432,0.0574032,-7.47087,0.840647
16.37,-6.56128,-0.42811,-0.194268,-7.5989,0.777716
16.375,-7.31812,-0.504094,-0.352742,-7.72927,0.689864
16.38,-8.03833,-0.514969,-0.30956,-7.86171,0.578418
16.385,-8.12988,-0.457761,-0.102987,-7.99595,0.445661
16.39,-8.03833,-0.337742,0.113148,-8.13171,0.294678
16.395,-8.37402,-0.168299,0.192052,-8.26872,0.129325
16.4,-8.89893,0.0302449,0.109,-8.40673,-0.0458561
16.405,-9.28345,0.232734,-0.0252977,-8.54547,-0.225906
16.41,-9.68018,0.412417,-0.0613179,-8.6847,-0.405719
16.415,-9.8999,0.543992,0.0598582,-8.82417,-0.580008
16.42,-9.8999,0.60685,0.248616,-8.96363,-0.743448
16.425,-9.93042,0.588024,0.330953,-9.10282,-0.890909
16.43,-10.3699,0.484413,0.186839,-9.24152,-1.01777
16.435,-11.2976,0.303909,-0.142211,-9.37949,-1.12005
16.44,-12.3474,0.0649648,-0.462686,-9.51649,-1.19455
16.445,-12.7625,-0.205173,-0.554403,-9.6523,-1.23881
16.45,-12.7136,-0.473592,-0.323875,-9.7867,-1.25118
16.455,-12.2131,-0.705461,0.123075,-9.91946,-1.23095
16.46,-11.8164,-0.868471,0.541653,-10.0504,-1.17831
16.465,-11.8469,-0.937055,0.699173,-10.1792,-1.0944
16.47,-12.1643,-0.895824,0.513762,-10.3058,-0.98116
16.475,-12.2498,-0.742136,0.0937425,-10.4299,-0.841395
16.48,-12.1094,-0.487213,-0.340173,-10.5513,-0.678638
16.485,-11.7188,-0.155413,-0.588636,-10.6698,-0.497039
16.49,-10.9863,0.218283,-0.573566,-10.7851,-0.301238
16.495,-10.4248,0.591985,-0.351405,-10.8972,-0.0962755
16.5,-10.0281,0.921668,-0.049873,-11.0057,0.11259
16.505,-9.56421,1.16644,0.215869,-11.1105,0.320055
16.51,-9.07593,1.29368,0.38924,-11.2114,0.520994
16.515,-8.74634,1.28314,0.464398,-11.3081,0.710504
16.52,-9.13086,1.12983,0.449505,-11.4005,0.883949
16.525,-9.53979,0.845245,0.340559,-11.4884,1.03724
16.53,-10.0647,0.456362,0.12838,-11.5715,1.16672
16.535,-11.2976,0.00300523,-0.169723,-11.6496,1.2694
16.54,-12.2437,-0.466333,-0.482979,-11.7225,1.34298
16.545,-12.5366,-0.900084,-0.694697,-11.7901,1.38579
16.55,-12.5854,-1.24947,-0.688156,-11.8521,1.39675
16.555,-12.7441,-1.47424,-0.408903,-11.9084,1.37556
16.56,-12.738,-1.54745,0.0894171,-11.9587,1.32267
16.565,-11.9385,-1.45881,0.642035,-12.0029,1.23912
16.57,-11.0596,-1.21598,1.02393,-12.0408,1.1267
16.575,-10.6384,-0.843856,1.04101,-12.0723,0.98778
16.58,-10.6445,-0.382057,0.62719,-12.0971,0.825341
16.585,-10.9131,0.119575,-0.0986908,-12.1151,0.642887
16.59,-11.1633,0.606586,-0.855504,-12.1262,0.444298
16.595,-11.2122,1.02613,-1.30895,-12.1303,0.233823
16.6,-11.0229,1.33289,-1.22712,-12.1271,0.0160421
16.605,-10.2539,1.49431,-0.60834,-12.1166,-0.204211
16.61,-9.41772,1.4943,0.29377,-12.0988,-0.422013
16.615,-9.03931,1.33494,1.07732,-12.0735,-0.632468
16.62,-9.3811,1.03615,1.38563,-12.0407,-0.830727
16.625,-10.0586,0.633194,1.0901,-12.0003,-1.0122
16.63,-11.4563,0.172718,0.358175,-11.9523,-1.17257
16.635,-12.8723,-0.292671,-0.438659,-11.8968,-1.30785
16.64,-14.0808,-0.710469,-0.926849,-11.8336,-1.41441
16.645,-14.6606,-1.03446,-0.928573,-11.7629,-1.48902
16.65,-14.4226,-1.23013,-0.540241,-11.6847,-1.52905
16.655,-13.9282,-1.27867,-0.0481268,-11.5992,-1.53259
16.66,-13.8123,-1.17892,0.261209,-11.5064,-1.49847
16.665,-13.5559,-0.947367,0.274109,-11.4065,-1.42636
16.67,-13.4155,-0.615711,0.0993668,-11.2996,-1.31691
16.675,-13.0615,-0.227075,-0.0320744,-11.1859,-1.17172
16.68,-12.3657,0.169273,0.0548427,-11.0658,-0.9934
16.685,-11.5845,0.524073,0.345165,-10.9393,-0.785487
16.69,-10.7727,0.794299,0.634948,-10.8069,-0.552368
16.695,-10.1501,0.948359,0.668779,-10.6688,-0.299316
16.7,-10.1379,0.969904,0.321635,-10.5254,-0.0323493
16.705,-10.3027,0.859626,-0.296867,-10.377,0.241923
16.71,-10.4919,0.635108,-0.887833,-10.224,0.516419
16.715,-10.5164,0.328487,-1.133,-10.0669,0.783768
16.72,-10.022,-0.0176547,-0.884005,-9.90598,1.03659
16.725,-9.17358,-0.355938,-0.252838,-9.74182,1.26762
16.73,-8.23364,-0.640245,0.454937,-9.57489,1.4699
16.735,-7.53174,-0.831556,0.916916,-9.40567,1.63702
16.74,-7.27539,-0.903175,0.969604,-9.23471,1.76326
16.745,-7.23267,-0.844281,0.676137,-9.06258,1.8439
16.75,-7.34253,-0.661389,0.253477,-8.88984,1.87534
16.755,-7.48901,-0.377725,-0.0824187,-8.71708,1.85525
16.76,-7.2998,-0.0303058,-0.243894,-8.54488,1.78277
16.765,-7.10449,0.334924,-0.29209,-8.37383,1.65858
16.77,-6.89697,0.669026,-0.347215,-8.20452,1.48489
16.775,-6.93359,0.926409,-0.464478,-8.03756,1.26551
16.78,-7.13501,1.07072,-0.57367,-7.87356,1.0057
16.785,-7.25708,1.07983,-0.529623,-7.71311,0.712034
16.79,-7.1228,0.948768,-0.235604,-7.55683,0.392336
16.795,-6.97021,0.690566,0.254126,-7.40532,0.0554081
16.8,-7.41577,0.334836,0.735868,-7.25916,-0.289168
16.805,-7.77588,-0.0759598,0.970571,-7.11894,-0.631311
16.81,-8.21533,-0.491771,0.833393,-6.98521,-0.960784
16.815,-9.00269,-0.861408,0.396665,-6.85852,-1.2675
16.82,-10.1501,-1.13915,-0.113305,-6.73938,-1.54172
16.825,-11.0535,-1.29032,-0.458647,-6.6283,-1.77454
16.83,-11.1633,-1.29568,-0.53371,-6.52576,-1.95819
16.835,-10.6567,-1.15384,-0.41189,-6.43222,-2.08624
16.84,-9.71069,-0.881281,-0.266693,-6.34811,-2.15385
16.845,-9.00269,-0.510211,-0.230361,-6.27384,-2.15796
16.85,-8.58154,-0.0843253,-0.293462,-6.20976,-2.09744
16.855,-7.92847,0.346717,-0.317858,-6.15618,-1.9732
16.86,-6.86646,0.733461,-0.152867,-6.1134,-1.78814
16.865,-5.34668,1.03278,0.231555,-6.08167,-1.54713
16.87,-3.90015,1.21322,0.69377,-6.06121,-1.25691
16.875,-3.46069,1.25847,0.992106,-6.05219,-0.925945
16.88,-3.43628,1.16874,0.932619,-6.05472,-0.564137
16.885,-3.80859,0.960049,0.495361,-6.06888,-0.182426
16.89,-4.50439,0.661714,-0.142879,-6.09473,0.207523
16.895,-5.05981,0.31211,-0.70438,-6.13226,0.593675
16.9,-5.68848,-0.0467526,-0.95925,-6.18144,0.963947
16.905,-5.86548,-0.374686,-0.838194,-6.24219,1.30662
16.91,-5.57251,-0.637918,-0.447534,-6.31436,1.61084
16.915,-5.50537,-0.812822,0.00836412,-6.3978,1.86691
16.92,-5.34058,-0.8882,0.340683,-6.4923,2.06672
16.925,-4.83398,-0.865845,0.459431,-6.59763,2.20391
16.93,-4.70581,-0.759167,0.390671,-6.71349,2.27416
16.935,-5.01709,-0.590434,0.234705,-6.83956,2.27522
16.94,-5.25513,-0.387011,0.101879,-6.97546,2.20712
16.945,-5.24902,-0.177089,0.0584086,-7.12081,2.07209
16.95,-4.95605,0.0141174,0.102206,-7.27518,1.87453
16.955,-5.16968,0.167383,0.173087,-7.43812,1.62079
16.96,-5.86548,0.271345,0.188022,-7.60913,1.31908
16.965,-6.50635,0.323218,0.0888847,-7.78771,0.979221
16.97,-6.96411,0.328035,-0.116749,-7.97332,0.612243
16.975,-7.80029,0.296876,-0.345986,-8.16538,0.230042
16.98,-8.55103,0.244298,-0.475135,-8.36331,-0.155048
16.985,-8.69141,0.18542,-0.410713,-8.5665,-0.530662
16.99,-9.19189,0.133382,-0.157021,-8.77431,-0.88498
16.995,-9.63745,0.0973186,0.16718,-8.98612,-1.20705
17,-9.8877,0.0812091,0.386371,-9.20128,-1.48707
17.005,-10.0403,0.0836533,0.375853,-9.41916,-1.71672
17.01,-10.2295,0.0988231,0.150808,-9.6391,-1.88947
17.015,-10.6689,0.118149,-0.130001,-9.86043,-2.00075
17.02,-12.0422,0.132292,-0.259324,-10.0825,-2.04804
17.025,-12.7197,0.133138,-0.12109,-10.3046,-2.03101
17.03,-12.4146,0.115468,0.218991,-10.5261,-1.95146
17.035,-11.9934,0.0778931,0.542068,-10.7464,-1.81321
17.04,-12.1521,0.0231597,0.611921,-10.9648,-1.62191
17.045,-13.0005,-0.0424023,0.331202,-11.1807,-1.38499
17.05,-14.0625,-0.110171,-0.186362,-11.3935,-1.11128
17.055,-14.8743,-0.170873,-0.679193,-11.6026,-0.81065
17.06,-14.6973,-0.216545,-0.895069,-11.8074,-0.493577
17.065,-14.0381,-0.242051,-0.73769,-12.0073,-0.170847
17.07,-13.3484,-0.245889,-0.30757,-12.2018,0.146831
17.075,-12.7563,-0.230486,0.17891,-12.3904,0.449191
17.08,-12.4756,-0.201604,0.527961,-12.5725,0.726835
17.085,-12.1216,-0.166891,0.665062,-12.7476,0.971502
17.09,-11.5845,-0.134204,0.632381,-12.9154,1.17634
17.095,-11.3647,-0.109976,0.509888,-13.0753,1.33606
17.1,-11.7065,-0.0974574,0.336765,-13.227,1.44722
17.105,-12.0605,-0.0957512,0.099005,-13.37,1.50822
17.11,-12.3352,-0.0997284,-0.214357,-13.5039,1.51924
17.115,-12.738,-0.100759,-0.545337,-13.6286,1.48221
17.12,-13.092,-0.088356,-0.761488,-13.7435,1.40073
17.125,-13.031,-0.0523528,-0.729399,-13.8485,1.27981
17.13,-12.7136,0.0146468,-0.415341,-13.9432,1.12581
17.135,-12.7502,0.114985,0.0665575,-14.0275,0.94602
17.14,-12.4329,0.244386,0.50331,-14.1012,0.748298
17.145,-11.9202,0.391267,0.703274,-14.164,0.540753
17.15,-12.2498,0.537665,0.605273,-14.2158,0.331371
17.155,-12.9333,0.66113,0.303868,-14.2566,0.127718
17.16,-13.7817,0.737601,-0.0226705,-14.2861,-0.0632711
17.165,-14.4775,0.745192,-0.226416,-14.3043,-0.235463
17.17,-14.7705,0.668134,-0.264197,-14.3112,-0.383842
17.175,-14.9841,0.500181,-0.191234,-14.3067,-0.504703
17.18,-15.4358,0.24691,-0.0950025,-14.2909,-0.595652
17.185,-15.9546,-0.0736799,-0.0291396,-14.2638,-0.655692
17.19,-16.3452,-0.431947,0.00237494,-14.2255,-0.685182
17.195,-16.571,-0.789397,0.0146088,-14.176,-0.68575
17.2,-16.8274,-1.10303,0.00672713,-14.1155,-0.660036
17.205,-16.8457,-1.33073,-0.0390068,-14.0442,-0.611676
17.21,-16.1926,-1.43698,-0.121703,-13.9621,-0.545132
17.215,-15.6799,-1.39807,-0.189347,-13.8696,-0.465358
17.22,-15.3931,-1.2061,-0.153228,-13.7668,-0.377543
17.225,-14.8987,-0.871309,0.0469266,-13.6539,-0.286845
17.23,-13.8,-0.421821,0.371997,-13.5313,-0.198125
17.235,-12.1826,0.0987705,0.669927,-13.3993,-0.115851
17.24,-10.9314,0.635977,0.745924,-13.2581,-0.0438649
17.245,-10.2356,1.13055,0.48141,-13.1081,0.0148315
17.25,-10.5774,1.52567,-0.0758984,-12.9498,0.0582556
17.255,-11.2366,1.77385,-0.712943,-12.7834,0.0853136
17.26,-11.2183,1.84288,-1.14799,-12.6095,0.0959434
17.265,-10.6934,1.72035,-1.17187,-12.4284,0.0911166
17.27,-10.1013,1.41562,-0.750505,-12.2407,0.0727431
17.275,-9.66797,0.959281,-0.0356345,-12.0469,0.0434729
17.28,-9.82666,0.399747,0.711149,-11.8474,0.00656178
17.285,-10.321,-0.202398,1.2313,-11.6428,-0.0343803
17.29,-10.5713,-0.781368,1.36286,-11.4336,-0.0756366
17.295,-11.0474,-1.27411,1.08071,-11.2205,-0.113418
17.3,-12.0178,-1.62778,0.486622,-11.0041,-0.144147
17.305,-12.8357,-1.80576,-0.232253,-10.7849,-0.164617
17.31,-13.5803,-1.79198,-0.860117,-10.5636,-0.172268
17.315,-13.9587,-1.59246,-1.21396,-10.3409,-0.165271
17.32,-13.6108,-1.23413,-1.20003,-10.1173,-0.142687
17.325,-12.207,-0.76126,-0.846081,-9.89365,-0.104515
17.33,-10.4187,-0.229867,-0.290458,-9.67053,-0.0517105
17.335,-8.90503,0.299289,0.276387,-9.44864,0.0138738
17.34,-7.84302,0.76804,0.692331,-9.22868,0.089592
17.345,-7.1228,1.12763,0.882571,-9.01131,0.172144
17.35,-6.31104,1.34428,0.866277,-8.79723,0.257639
17.355,-5.74341,1.40239,0.711407,-8.5871,0.341863
17.36,-5.67627,1.30558,0.476089,-8.3816,0.420536
17.365,-5.93262,1.07537,0.181555,-8.1814,0.489442
17.37,-6.43921,0.747624,-0.166456,-7.98714,0.544703
17.375,-7.04956,0.367384,-0.531742,-7.79947,0.58287
17.38,-7.61108,-0.0171654,-0.822708,-7.61901,0.601196
17.385,-7.70874,-0.360669,-0.920899,-7.44638,0.597803
17.39,-7.56226,-0.626046,-0.751774,-7.28214,0.571686
17.395,-7.57446,-0.788548,-0.348191,-7.12685,0.522857
17.4,-7.20215,-0.838129,0.146365,-6.981,0.452416
17.405,-6.48193,-0.779753,0.547554,-6.84508,0.362563
17.41,-6.06689,-0.631763,0.728854,-6.71953,0.256477
17.415,-6.17065,-0.422457,0.686281,-6.60472,0.138156
17.42,-6.64673,-0.185792,0.522034,-6.50101,0.0122438
17.425,-6.75049,0.0432642,0.35691,-6.40871,-0.116062
17.43,-6.65283,0.233443,0.237973,-6.32806,-0.241422
17.435,-7.00684,0.361151,0.11112,-6.25925,-0.358503
17.44,-7.62939,0.413196,-0.119213,-6.20243,-0.462057
17.445,-8.47778,0.387925,-0.483803,-6.15767,-0.547266
17.45,-9.05151,0.294842,-0.875932,-6.12501,-0.610041
17.455,-9.41162,0.152823,-1.07886,-6.10441,-0.647348
17.46,-9.47876,-0.012911,-0.890261,-6.09576,-0.657268
17.465,-8.77075,-0.174535,-0.270187,-6.09893,-0.639012
17.47,-7.69653,-0.305652,0.587265,-6.11368,-0.592977
17.475,-6.88477,-0.385035,1.31836,-6.13973,-0.52078
17.48,-6.67114,-0.399461,1.56761,-6.17673,-0.425204
17.485,-6.61621,-0.345468,1.18307,-6.22427,-0.310138
17.49,-6.52466,-0.229511,0.312086,-6.28187,-0.180385
17.495,-6.86646,-0.0669801,-0.663412,-6.34901,-0.0414668
17.5,-7.4646,0.119783,-1.31874,-6.42508,0.100586
17.505,-7.67822,0.304599,-1.39876,-6.50941,0.239489
17.51,-6.91528,0.461018,-0.929537,-6.60131,0.369003
17.515,-5.47485,0.565759,-0.175373,-6.7,0.483157
17.52,-4.67529,0.601902,0.522271,-6.80468,0.576479
17.525,-4.60205,0.561257,0.919305,-6.91452,0.64436
17.53,-4.84619,0.445689,0.95763,-7.02862,0.683236
17.535,-5.42603,0.267138,0.733091,-7.14606,0.690701
17.54,-6.15234,0.0462368,0.389571,-7.26589,0.665699
17.545,-6.54297,-0.190182,0.0246712,-7.38714,0.608632
17.55,-6.81763,-0.412337,-0.32897,-7.50881,0.521282
17.555,-7.75757,-0.591405,-0.652244,-7.62989,0.406803
17.56,-8.66089,-0.703355,-0.879282,-7.74935,0.269707
17.565,-8.96606,-0.732076,-0.893814,-7.86617,0.115618
17.57,-8.53882,-0.671765,-0.600864,-7.97931,-0.0490138
17.575,-8.07495,-0.52795,-0.0232562,-8.08776,-0.217058
17.58,-7.72705,-0.317119,0.65865,-8.19054,-0.381034
17.585,-7.53784,-0.0648575,1.16903,-8.28667,-0.53348
17.59,-7.4585,0.19736,1.27487,-8.37518,-0.667281
17.595,-7.55615,0.436013,0.916094,-8.45518,-0.775954
17.6,-8.20923,0.619745,0.242972,-8.52578,-0.853892
17.605,-8.90503,0.72363,-0.466125,-8.58617,-0.896694
17.61,-9.42383,0.732866,-0.952895,-8.63557,-0.901383
17.615,-9.35669,0.644837,-1.09789,-8.67327,-0.866501
17.62,-8.80737,0.469784,-0.943427,-8.69863,-0.792164
