sec,EEG,alpha,beta,delta,theta 
31.595,-51.3672,-0.539105,0.0791655,-50.3439,-0.13475
31.6,-50.9155,-0.520197,0.504229,-50.053,0.01048
31.605,-49.8596,-0.46403,0.686075,-49.7789,0.16606
31.61,-48.822,-0.374935,0.509601,-49.5218,0.325671
31.615,-48.5168,-0.259622,0.0773291,-49.2819,0.482704
31.62,-48.9319,-0.12691,-0.360168,-49.0592,0.630584
31.625,-48.9807,0.0128776,-0.564001,-48.8539,0.763058
31.63,-47.8455,0.148791,-0.448025,-48.6659,0.874321
31.635,-46.6003,0.270199,-0.112906,-48.4953,0.959259
31.64,-45.9167,0.367147,0.238905,-48.342,1.0139
31.645,-45.5078,0.431286,0.438798,-48.2059,1.03538
31.65,-45.2454,0.456991,0.442304,-48.0868,1.02205
31.655,-45.5627,0.441765,0.324525,-47.9846,0.973517
31.66,-45.8862,0.386655,0.198186,-47.899,0.890949
31.665,-45.8618,0.296541,0.124297,-47.8298,0.776947
31.67,-45.5505,0.179929,0.082445,-47.7765,0.635256
31.675,-46.2952,0.0482106,0.0143917,-47.739,0.47072
31.68,-47.5525,-0.0854836,-0.105429,-47.7166,0.289205
31.685,-47.8577,-0.207682,-0.234307,-47.709,0.0973846
31.69,-47.9614,-0.30599,-0.287552,-47.7157,-0.0975768
31.695,-48.4985,-0.370393,-0.202507,-47.736,-0.288389
31.7,-48.9319,-0.39495,0.0101498,-47.7694,-0.467815
31.705,-48.8708,-0.378634,0.265254,-47.8152,-0.628836
31.71,-48.5779,-0.325306,0.451498,-47.8728,-0.765111
31.715,-48.9441,-0.243333,0.493428,-47.9413,-0.871274
31.72,-49.7192,-0.144788,0.385255,-48.0201,-0.943026
31.725,-50.1038,-0.043982,0.180195,-48.1082,-0.977192
31.73,-49.7131,0.0447407,-0.0476028,-48.205,-0.97211
31.735,-49.6887,0.108992,-0.235665,-48.3094,-0.927589
31.74,-50.0732,0.140077,-0.342309,-48.4206,-0.844784
31.745,-50.5859,0.134458,-0.340395,-48.5378,-0.726302
31.75,-50.1038,0.094597,-0.216938,-48.6598,-0.576219
31.755,-49.5972,0.0286679,0.012335,-48.7858,-0.399797
31.76,-49.2188,-0.0506277,0.286193,-48.9148,-0.203199
31.765,-48.9685,-0.127794,0.502408,-49.0457,0.00670482
31.77,-48.6145,-0.186743,0.556777,-49.1777,0.222472
31.775,-48.7793,-0.213368,0.402569,-49.3095,0.436298
31.78,-49.3103,-0.198201,0.0935379,-49.4403,0.640522
31.785,-49.4873,-0.138326,-0.226965,-49.569,0.828033
31.79,-48.8892,-0.0380542,-0.398024,-49.6945,0.992248
31.795,-48.5901,0.091218,-0.334095,-49.8159,1.12735
31.8,-49.0356,0.232079,-0.0806315,-49.9322,1.22873
31.805,-48.8647,0.363186,0.206773,-50.0424,1.29314
31.81,-48.1628,0.462309,0.353634,-50.1455,1.31856
31.815,-48.1812,0.509881,0.275625,-50.2406,1.30432
31.82,-49.0601,0.491742,0.034958,-50.3267,1.25132
31.825,-49.7375,0.401865,-0.197295,-50.403,1.162
31.83,-49.8901,0.244145,-0.251242,-50.4686,1.04003
31.835,-50.1953,0.0325096,-0.071634,-50.5226,0.890045
31.84,-50.2747,-0.21053,0.238718,-50.5644,0.717658
31.845,-50.5432,-0.45623,0.479818,-50.5931,0.529256
31.85,-51.2085,-0.673102,0.482472,-50.608,0.331674
31.855,-51.825,-0.831191,0.222922,-50.6085,0.131992
31.86,-52.3987,-0.906348,-0.152985,-50.5939,-0.0627767
31.865,-52.5635,-0.883687,-0.418564,-50.5637,-0.24586
31.87,-52.2766,-0.759962,-0.412049,-50.5173,-0.411165
31.875,-52.2522,-0.544628,-0.142595,-50.4544,-0.553378
31.88,-52.2522,-0.259288,0.214946,-50.3745,-0.668017
31.885,-51.0071,0.0646609,0.433913,-50.2773,-0.751615
31.89,-49.6521,0.390026,0.382923,-50.1624,-0.802058
31.895,-49.6887,0.678505,0.107564,-50.0297,-0.818574
31.9,-50.2441,0.895216,-0.205749,-49.8788,-0.801459
31.905,-50.1038,1.01325,-0.356105,-49.7098,-0.752187
31.91,-48.8647,1.01733,-0.258494,-49.5226,-0.673479
31.915,-48.0591,0.906065,0.0119541,-49.317,-0.569134
31.92,-48.2239,0.692164,0.28533,-49.0933,-0.443642
31.925,-48.1934,0.400748,0.416959,-48.8514,-0.302028
31.93,-47.6318,0.0664132,0.373008,-48.5916,-0.149879
31.935,-47.5952,-0.271156,0.228033,-48.3139,0.00695975
31.94,-48.5107,-0.572459,0.0853794,-48.0188,0.162853
31.945,-48.7,-0.803276,-0.00745442,-47.7064,0.31244
31.95,-47.7783,-0.938609,-0.0808714,-47.3771,0.450671
31.955,-47.2412,-0.965641,-0.188409,-47.0313,0.57307
31.96,-47.3572,-0.885308,-0.32772,-46.6695,0.675896
31.965,-47.2107,-0.71183,-0.414335,-46.292,0.756318
31.97,-46.2341,-0.470275,-0.336915,-45.8995,0.812343
31.975,-45.1965,-0.192847,-0.054961,-45.4924,0.842911
31.98,-44.2871,0.0852776,0.34015,-45.0714,0.84798
31.985,-43.1396,0.330545,0.65827,-44.637,0.828501
31.99,-42.0471,0.515575,0.723208,-44.1898,0.786224
31.995,-41.9678,0.62239,0.490981,-43.7306,0.723561
32,-42.5781,0.644079,0.0858319,-43.26,0.643612
32.005,-42.8284,0.585169,-0.2755,-42.7786,0.550065
32.01,-42.1265,0.460422,-0.41984,-42.2871,0.446844
32.015,-41.4673,0.292068,-0.319835,-41.7862,0.337921
32.02,-41.3391,0.106116,-0.0961249,-41.2767,0.227325
32.025,-41.1743,-0.0711229,0.0792858,-40.7593,0.118963
32.03,-40.6921,-0.216787,0.103145,-40.2347,0.0163905
32.035,-40.3931,-0.314407,0.00149583,-39.7035,-0.0773429
32.04,-40.1917,-0.355915,-0.106952,-39.1665,-0.159527
32.045,-39.4897,-0.342214,-0.108458,-38.6243,-0.227952
32.05,-38.2202,-0.282174,0.0217358,-38.0777,-0.280974
32.055,-37.5366,-0.190598,0.208435,-37.5273,-0.317633
32.06,-37.4146,-0.0857152,0.338294,-36.9737,-0.337558
32.065,-36.8225,0.0139555,0.34177,-36.4176,-0.340936
32.07,-35.6262,0.0926552,0.233727,-35.8597,-0.328552
32.075,-35.0037,0.139629,0.0880904,-35.3006,-0.301737
32.08,-35.2722,0.150158,-0.0233415,-34.7407,-0.262118
32.085,-34.9304,0.12587,-0.0790012,-34.1807,-0.211674
32.09,-33.8013,0.0741866,-0.107941,-33.6211,-0.152727
32.095,-33.313,0.00681625,-0.147393,-33.0624,-0.0879281
32.1,-33.3557,-0.0626852,-0.197346,-32.5051,-0.0197076
32.105,-32.9651,-0.121545,-0.213394,-31.9496,0.049929
32.11,-31.7078,-0.15962,-0.144301,-31.3963,0.11886
32.115,-30.603,-0.170921,0.0188298,-30.8457,0.18498
32.12,-30.2429,-0.15445,0.220586,-30.2981,0.24634
32.125,-29.5959,-0.114267,0.367036,-29.7539,0.301102
32.13,-28.6987,-0.0582716,0.384503,-29.2132,0.347813
32.135,-27.9724,0.00352142,0.268981,-28.6766,0.38538
32.14,-27.4902,0.0605654,0.0890801,-28.1441,0.413051
32.145,-27.0996,0.103636,-0.0606755,-27.6159,0.430474
32.15,-26.6479,0.126688,-0.12242,-27.0924,0.437451
32.155,-26.0803,0.127833,-0.107788,-26.5737,0.433948
32.16,-25.7385,0.109225,-0.076072,-26.0599,0.420239
32.165,-25.4211,0.0763918,-0.07776,-25.5511,0.397011
32.17,-24.4629,0.0371719,-0.110519,-25.0476,0.365041
32.175,-23.8892,0.000171846,-0.118136,-24.5493,0.32518
32.18,-24.0112,-0.0270065,-0.0396797,-24.0563,0.278601
32.185,-23.6694,-0.0393512,0.129253,-23.5688,0.226701
32.19,-22.3938,-0.0354023,0.312299,-23.0867,0.170927
32.195,-21.8201,-0.0175031,0.39218,-22.61,0.112726
32.2,-21.8933,0.00842424,0.292384,-22.1389,0.0537033
32.205,-21.6919,0.0341171,0.0426668,-21.6732,-0.0044664
32.21,-21.1487,0.0508638,-0.224169,-21.2129,-0.0601171
32.215,-21.051,0.0512493,-0.351333,-20.7581,-0.111712
32.22,-21.167,0.0305925,-0.26229,-20.3088,-0.157789
32.225,-20.3308,-0.0117637,-0.0173152,-19.8648,-0.196783
32.23,-19.2627,-0.0717564,0.221098,-19.4261,-0.227337
32.235,-18.8599,-0.140832,0.296836,-18.9927,-0.248371
32.24,-19.1162,-0.207335,0.169751,-18.5645,-0.258948
32.245,-19.2505,-0.258452,-0.053452,-18.1415,-0.258302
32.25,-18.4143,-0.282316,-0.193879,-17.7236,-0.246072
32.255,-17.8162,-0.269947,-0.129832,-17.3108,-0.222257
32.26,-17.627,-0.217301,0.110181,-16.903,-0.187085
32.265,-16.6931,-0.126479,0.359941,-16.5002,-0.141187
32.27,-15.7532,-0.00587927,0.426857,-16.1023,-0.0856902
32.275,-15.6311,0.130479,0.227444,-15.7092,-0.0220982
32.28,-15.6982,0.264531,-0.1474,-15.3209,0.0478453
32.285,-15.3259,0.376833,-0.485038,-14.9374,0.122202
32.29,-14.5447,0.449643,-0.585852,-14.5585,0.198681
32.295,-14.0625,0.469751,-0.387574,-14.1843,0.274669
32.3,-13.7573,0.430446,0.00257499,-13.8147,0.34738
32.305,-13.0432,0.332824,0.3817,-13.4497,0.414171
32.31,-11.9995,0.186462,0.575221,-13.0893,0.472441
32.315,-11.6699,0.00849012,0.52807,-12.7334,0.519644
32.32,-12.3291,-0.178862,0.310856,-12.3819,0.553571
32.325,-12.7441,-0.35112,0.0526521,-12.0349,0.572451
32.33,-12.4573,-0.484849,-0.143121,-11.6924,0.574925
32.335,-11.8164,-0.560968,-0.240489,-11.3542,0.560066
32.34,-11.6882,-0.567912,-0.256492,-11.0205,0.527576
32.345,-11.5234,-0.503524,-0.220696,-10.6911,0.477925
32.35,-10.8521,-0.375338,-0.149402,-10.3661,0.412192
32.355,-10.3394,-0.199666,-0.051952,-10.0454,0.331996
32.36,-10.1929,0.000319528,0.0501968,-9.72912,0.239667
32.365,-9.375,0.197784,0.120081,-9.41714,0.138105
32.37,-8.11157,0.365817,0.127856,-9.10948,0.0306662
32.375,-7.75146,0.481465,0.0827121,-8.80613,-0.0788913
32.38,-8.26416,0.528931,0.0375638,-8.50707,-0.186568
32.385,-8.41064,0.501983,0.0548248,-8.21232,-0.288194
32.39,-7.59888,0.404876,0.152266,-7.92185,-0.379709
32.395,-6.9458,0.251849,0.272438,-7.63565,-0.45729
32.4,-7.07397,0.0649583,0.308954,-7.3537,-0.517431
32.405,-7.35474,-0.128974,0.178941,-7.076,-0.557115
32.41,-7.56226,-0.302042,-0.106843,-6.80254,-0.574094
32.415,-7.83081,-0.429196,-0.42658,-6.53329,-0.567083
32.42,-8.06274,-0.492074,-0.605523,-6.26823,-0.535534
32.425,-7.78198,-0.481745,-0.519027,-6.00735,-0.47962
32.43,-6.04858,-0.399653,-0.175731,-5.75064,-0.400603
32.435,-5.19409,-0.257471,0.274024,-5.49807,-0.300759
32.44,-5.15137,-0.075585,0.611995,-5.2496,-0.183211
32.445,-4.75464,0.11969,0.669375,-5.00522,-0.0518042
32.45,-3.75977,0.300022,0.418812,-4.76489,0.0889686
32.455,-3.49121,0.439238,-0.00949457,-4.52856,0.234033
32.46,-3.84521,0.516663,-0.394593,-4.29619,0.378062
32.465,-3.6377,0.520186,-0.540165,-4.06774,0.515778
32.47,-2.80762,0.448296,-0.378214,-3.84316,0.641894
32.475,-2.31323,0.309907,-0.00563799,-3.62238,0.75119
32.48,-2.2522,0.122904,0.366905,-3.40532,0.839111
32.485,-2.0874,-0.0881209,0.527152,-3.19193,0.901959
32.49,-1.69678,-0.295251,0.376532,-2.98212,0.936783
32.495,-1.63574,-0.471021,-0.0119091,-2.7758,0.941521
32.5,-2.27051,-0.592326,-0.426769,-2.57289,0.915215
32.505,-2.69165,-0.643477,-0.631993,-2.3733,0.858184
32.51,-2.23999,-0.617886,-0.500496,-2.17694,0.771834
32.515,-1.51978,-0.518709,-0.0901141,-1.98369,0.6586
32.52,-0.775146,-0.35846,0.384768,-1.79342,0.522008
32.525,-0.274658,-0.15714,0.673737,-1.60601,0.366538
32.53,0.10376,0.0606198,0.631153,-1.42132,0.197418
32.535,-0.0183105,0.269166,0.294416,-1.23923,0.0205142
32.54,-1.00708,0.444947,-0.145276,-1.05956,-0.157959
32.545,-1.46484,0.569175,-0.461951,-0.8822,-0.331633
32.55,-0.939941,0.630169,-0.525282,-0.706969,-0.494189
32.555,-0.518799,0.624446,-0.358385,-0.53368,-0.639628
32.56,-1.01318,0.556363,-0.0952741,-0.362147,-0.762524
32.565,-1.35498,0.436746,0.121897,-0.192183,-0.858095
32.57,-1.11694,0.281366,0.228893,-0.0235955,-0.922648
32.575,-1.02539,0.108538,0.251512,0.143826,-0.953746
32.58,-1.35498,-0.0633917,0.246858,0.3103,-0.950041
32.585,-1.55029,-0.218377,0.232539,0.476036,-0.911351
32.59,-1.15967,-0.344367,0.166249,0.641261,-0.838746
32.595,-1.26343,-0.434007,-0.00413681,0.806226,-0.734709
32.6,-1.77612,-0.48469,-0.263172,0.971178,-0.602799
32.605,-1.48315,-0.497992,-0.496593,1.13635,-0.447413
32.61,-0.598145,-0.478364,-0.546603,1.302,-0.273814
32.615,0.0549316,-0.431879,-0.323767,1.46838,-0.0880231
32.62,0.378418,-0.365033,0.106165,1.63577,0.103606
32.625,1.34277,-0.2839,0.533279,1.80441,0.294598
32.63,2.75269,-0.192942,0.719775,1.97456,0.478412
32.635,2.91748,-0.0947646,0.55008,2.1465,0.648715
32.64,2.75879,0.00869209,0.113298,2.3205,0.799775
32.645,2.80151,0.115382,-0.344668,2.49678,0.926674
32.65,3.24707,0.222433,-0.572597,2.67559,1.02521
32.655,3.72314,0.325369,-0.469477,2.85718,1.09214
32.66,4.11377,0.418011,-0.140546,3.04179,1.12541
32.665,4.65088,0.492506,0.18131,3.22963,1.12439
32.67,5.70679,0.540009,0.29211,3.42091,1.08974
32.675,5.7312,0.551992,0.147334,3.61584,1.02305
32.68,4.82178,0.521467,-0.119426,3.81459,0.926999
32.685,4.37012,0.444518,-0.297098,4.01731,0.805245
32.69,5.02319,0.321806,-0.244559,4.22413,0.66215
32.695,5.49316,0.159545,0.0169009,4.43517,0.502725
32.7,5.3894,-0.0306374,0.323346,4.65054,0.332399
32.705,4.91943,-0.232556,0.481024,4.87031,0.156802
32.71,4.73633,-0.42666,0.38997,5.09451,-0.0183852
32.715,4.63257,-0.592039,0.100704,5.32315,-0.187696
32.72,3.9856,-0.709285,-0.226979,5.55622,-0.346055
32.725,3.93066,-0.763223,-0.42687,5.79366,-0.488805
32.73,4.42505,-0.744937,-0.42239,6.03539,-0.612047
32.735,4.93164,-0.653228,-0.256037,6.2813,-0.712803
32.74,5.0415,-0.495268,-0.0431601,6.53123,-0.78887
32.745,5.57861,-0.286259,0.109512,6.78498,-0.838785
32.75,6.86035,-0.0476902,0.162587,7.04234,-0.862112
32.755,7.87354,0.195194,0.147761,7.30305,-0.859425
32.76,8.11157,0.416326,0.123194,7.56681,-0.832046
32.765,8.34351,0.592062,0.119051,7.83327,-0.781886
32.77,9.22852,0.704184,0.114875,8.10206,-0.711498
32.775,10.022,0.74204,0.0640932,8.37279,-0.62404
32.78,10.1318,0.703684,-0.0552961,8.64502,-0.523055
32.785,10.0342,0.596095,-0.205627,8.91829,-0.412127
32.79,10.3455,0.434177,-0.299055,9.19208,-0.294986
32.795,10.6445,0.238687,-0.251254,9.46586,-0.175303
32.8,10.553,0.0332583,-0.0468928,9.73908,-0.0565238
32.805,10.9314,-0.158747,0.229581,10.0112,0.0582738
32.81,11.7432,-0.317055,0.425444,10.2815,0.166332
32.815,11.6943,-0.426685,0.404861,10.5494,0.265305
32.82,10.9375,-0.479968,0.140355,10.8144,0.353341
32.825,10.7605,-0.477142,-0.253175,11.0757,0.429214
32.83,11.2244,-0.425654,-0.569336,11.3327,0.49211
32.835,11.6455,-0.338285,-0.623665,11.5846,0.541479
32.84,11.8347,-0.231223,-0.365846,11.831,0.577259
32.845,11.9141,-0.121547,0.0819346,12.0709,0.59993
32.85,12.6404,-0.0243763,0.488649,12.3039,0.61021
32.855,13.3667,0.0491997,0.64651,12.5292,0.60899
32.86,13.385,0.0933328,0.48998,12.7462,0.597304
32.865,12.8723,0.10786,0.128483,12.9542,0.576387
32.87,12.6831,0.0979378,-0.228379,13.1527,0.547452
32.875,12.3352,0.0728775,-0.402016,13.3411,0.511653
32.88,11.9202,0.0439736,-0.345527,13.5188,0.470154
32.885,12.4817,0.0222086,-0.15183,13.6853,0.424129
32.89,13.5559,0.0165172,0.0264684,13.8402,0.374553
32.895,13.8306,0.0320078,0.0846374,13.983,0.322232
32.9,13.147,0.0688522,0.0265023,14.1133,0.267887
32.905,12.9333,0.122193,-0.0601336,14.2309,0.212297
32.91,13.5986,0.182908,-0.0867085,14.3354,0.1561
32.915,14.3311,0.239234,-0.0331472,14.4267,0.0998074
32.92,14.3005,0.278504,0.0475026,14.5046,0.0438711
32.925,13.9954,0.289297,0.0841074,14.5691,-0.0111449
32.93,14.2883,0.263602,0.0550387,14.6201,-0.0646366
32.935,14.1846,0.198536,0.00814894,14.6576,-0.116073
32.94,13.5925,0.0970138,0.0157225,14.6819,-0.164885
32.945,13.1653,-0.0324951,0.103991,14.6931,-0.21038
32.95,13.6292,-0.176466,0.214537,14.6915,-0.251873
32.955,13.9282,-0.317867,0.235256,14.6775,-0.288799
32.96,13.0127,-0.438477,0.0848375,14.6514,-0.320508
32.965,12.1582,-0.521342,-0.212292,14.6139,-0.346149
32.97,11.9629,-0.553028,-0.519467,14.5654,-0.364967
32.975,11.969,-0.525547,-0.661622,14.5067,-0.376522
32.98,12.4084,-0.437725,-0.530626,14.4385,-0.380547
32.985,13.1348,-0.295802,-0.156516,14.3615,-0.376764
32.99,13.9038,-0.112716,0.302457,14.2767,-0.365161
32.995,14.0991,0.0933249,0.64752,14.1849,-0.345911
33,14.0869,0.300408,0.744959,14.0871,-0.319383
33.005,14.3982,0.485203,0.583162,13.9845,-0.286166
33.01,15.0696,0.626101,0.25699,13.8779,-0.247166
33.015,14.9048,0.705845,-0.102393,13.7687,-0.203608
33.02,13.8794,0.71334,-0.395657,13.6579,-0.156769
33.025,13.3789,0.645061,-0.57953,13.5467,-0.107993
33.03,14.0198,0.50569,-0.646578,13.4364,-0.0587335
33.035,14.4409,0.307878,-0.591159,13.3282,-0.0105367
33.04,13.9648,0.0708416,-0.39957,13.2232,0.0351882
33.045,14.0686,-0.181419,-0.0755517,13.1229,0.0772746
33.05,14.6729,-0.422655,0.321568,13.0283,0.114708
33.055,15.1184,-0.62691,0.668144,12.9408,0.146625
33.06,14.8438,-0.771454,0.819072,12.8615,0.172394
33.065,14.3066,-0.839313,0.684293,12.7916,0.19175
33.07,14.6729,-0.821241,0.290861,12.7322,0.204753
33.075,14.6362,-0.716666,-0.215151,12.6845,0.211691
33.08,13.1836,-0.534042,-0.634161,12.6494,0.213205
33.085,12.8479,-0.290454,-0.81159,12.628,0.210406
33.09,13.9099,-0.00996678,-0.709767,12.6212,0.204514
33.095,14.2822,0.279009,-0.410611,12.6298,0.196679
33.1,14.2944,0.546282,-0.0530583,12.6547,0.188213
33.105,14.447,0.763059,0.246164,12.6964,0.180572
33.11,14.9719,0.905316,0.435045,12.7556,0.175179
33.115,14.9963,0.956483,0.514368,12.8327,0.173143
33.12,14.6423,0.909339,0.495234,12.9282,0.175368
33.125,14.3127,0.766714,0.372212,13.0424,0.182609
33.13,14.0076,0.541715,0.137184,13.1754,0.195265
33.135,13.4521,0.256711,-0.181034,13.3273,0.213225
33.14,12.8784,-0.0590832,-0.495801,13.498,0.235966
33.145,12.3291,-0.372676,-0.689662,13.6875,0.262759
33.15,12.439,-0.650756,-0.677309,13.8955,0.292549
33.155,12.7441,-0.863442,-0.457252,14.1215,0.323753
33.16,12.4451,-0.987781,-0.110183,14.3651,0.354385
33.165,12.6404,-1.01033,0.253594,14.6256,0.382382
33.17,13.9465,-0.92856,0.551515,14.9024,0.405575
33.175,15.155,-0.751148,0.744006,15.1945,0.421731
33.18,15.0696,-0.497421,0.800354,15.5012,0.428746
33.185,15.21,-0.195011,0.661406,15.8212,0.424735
33.19,15.1367,0.123387,0.256333,16.1535,0.408054
33.195,15.0696,0.423975,-0.410465,16.4969,0.377358
33.2,15.4907,0.675593,-1.16583,16.8499,0.331768
33.205,16.1072,0.852881,-1.66865,17.2114,0.271169
33.21,16.5833,0.939216,-1.55999,17.5797,0.195971
33.215,17.0166,0.928466,-0.701495,17.9534,0.107001
33.22,17.4622,0.825237,0.653918,18.3308,0.0058392
33.225,18.9514,0.644099,1.90857,18.7104,-0.105224
33.23,20.6482,0.407578,2.40641,19.0905,-0.223314
33.235,21.3684,0.143201,1.8125,19.4694,-0.345267
33.24,18.5669,-0.12,0.349726,19.8454,-0.467538
33.245,14.9414,-0.355059,-1.28103,20.2167,-0.586277
33.25,14.5508,-0.539847,-2.27427,20.5817,-0.697545
33.255,15.7349,-0.659085,-2.16967,20.9386,-0.797483
33.26,17.4927,-0.70599,-1.1029,21.2858,-0.882353
33.265,19.7205,-0.682337,0.297933,21.6215,-0.948638
33.27,20.5505,-0.597315,1.29635,21.9443,-0.993321
33.275,20.7092,-0.465624,1.46772,22.2524,-1.01402
33.28,20.7886,-0.305358,0.897529,22.5445,-1.0089
33.285,21.1731,-0.135529,0.0579215,22.819,-0.976798
33.29,22.2107,0.0263865,-0.528013,23.0746,-0.917392
33.295,22.9431,0.166586,-0.599962,23.31,-0.831251
33.3,23.1873,0.275751,-0.25972,23.524,-0.719734
33.305,23.6206,0.34922,0.168028,23.7156,-0.584944
33.31,24.8962,0.386786,0.381769,23.8837,-0.429656
33.315,25.8667,0.392024,0.28042,24.0274,-0.257419
33.32,25.7263,0.370609,-0.0254349,24.146,-0.0723932
33.325,25.4456,0.329082,-0.337178,24.2388,0.120902
33.33,25.8118,0.273687,-0.50867,24.3053,0.317681
33.335,26.4282,0.209662,-0.505108,24.345,0.512819
33.34,26.4832,0.140925,-0.36683,24.3576,0.701143
33.345,26.7883,0.0700487,-0.140994,24.3431,0.877792
33.35,27.417,-0.00110437,0.143479,24.3014,1.03812
33.355,27.9541,-0.0706544,0.443858,24.2325,1.17773
33.36,28.0396,-0.136151,0.668906,24.1368,1.29272
33.365,27.7771,-0.194338,0.695169,24.0146,1.38001
33.37,27.4231,-0.240952,0.443519,23.8662,1.43711
33.375,26.532,-0.270833,-0.0343788,23.6924,1.46209
33.38,25.2136,-0.278946,-0.541965,23.4938,1.45396
33.385,24.5483,-0.261593,-0.828385,23.2713,1.41266
33.39,24.7681,-0.21754,-0.738725,23.0257,1.33893
33.395,24.4873,-0.148659,-0.319443,22.7581,1.23417
33.4,23.584,-0.0604905,0.197963,22.4696,1.10045
33.405,23.3276,0.037906,0.532856,22.1614,0.940573
33.41,23.6389,0.134864,0.525373,21.8348,0.757995
33.415,23.175,0.217511,0.227461,21.4911,0.556576
33.42,21.6797,0.273463,-0.145115,21.1316,0.340737
33.425,20.1416,0.292778,-0.360196,20.758,0.115311
33.43,19.8425,0.270128,-0.315179,20.3715,-0.114751
33.435,19.8975,0.206252,-0.0871306,19.9738,-0.344595
33.44,19.5557,0.108096,0.14207,19.5665,-0.569253
33.445,18.2617,-0.0117846,0.224485,19.151,-0.783738
33.45,17.334,-0.136438,0.143741,18.7289,-0.983319
33.455,16.394,-0.246562,0.00723276,18.3018,-1.16368
33.46,15.2405,-0.323381,-0.0513225,17.8713,-1.32085
33.465,14.6667,-0.351724,0.0148225,17.4388,-1.45121
33.47,14.6118,-0.322621,0.125983,17.0058,-1.55158
33.475,14.1785,-0.235098,0.140543,16.5739,-1.61952
33.48,12.97,-0.0970844,-0.024253,16.1444,-1.65328
33.485,12.0605,0.0750676,-0.310547,15.7187,-1.65182
33.49,12.0911,0.258472,-0.541838,15.2981,-1.61473
33.495,12.2559,0.426804,-0.539037,14.8838,-1.54242
33.5,12.0422,0.553633,-0.249353,14.477,-1.43606
33.505,12.262,0.616088,0.20155,14.0788,-1.29744
33.51,12.4146,0.598809,0.578457,13.69,-1.12905
33.515,12.1094,0.49696,0.679976,13.3118,-0.934352
33.52,11.5234,0.31731,0.461738,12.9448,-0.71743
33.525,10.6384,0.0778521,0.0602771,12.5898,-0.48267
33.53,10.2234,-0.193925,-0.300892,12.2474,-0.234929
33.535,9.80835,-0.46412,-0.451452,11.9182,0.0203708
33.54,9.2041,-0.696871,-0.367937,11.6027,0.277475
33.545,8.83179,-0.85929,-0.164481,11.3012,0.530531
33.55,9.34448,-0.925841,0.00448353,11.0139,0.773671
33.555,10.3027,-0.882083,0.0525605,10.741,1.00106
33.56,10.2173,-0.727196,0.00579382,10.4826,1.20714
33.565,10.0891,-0.47466,-0.0423227,10.2387,1.3868
33.57,10.9558,-0.151089,-0.0207166,10.0092,1.53546
33.575,11.7004,0.206916,0.0592869,9.79388,1.64911
33.58,12.0056,0.557254,0.116704,9.59253,1.72438
33.585,12.4878,0.857305,0.0750714,9.40485,1.75902
33.59,12.97,1.06938,-0.0647024,9.23045,1.75177
33.595,12.9211,1.1656,-0.212454,9.06892,1.70221
33.6,11.9568,1.13146,-0.247374,8.91977,1.6111
33.605,11.0779,0.967989,-0.105944,8.78246,1.48056
33.61,11.6028,0.691948,0.163385,8.65642,1.31375
33.615,12.2009,0.334043,0.418055,8.54107,1.11469
33.62,10.8093,-0.0651989,0.502464,8.4358,0.888336
33.625,9.11255,-0.460267,0.338511,8.33998,0.640564
33.63,8.38623,-0.805803,-0.0294037,8.25293,0.377931
33.635,7.70264,-1.06204,-0.456186,8.17403,0.107423
33.64,7.04956,-1.1997,-0.766962,8.10265,-0.163665
33.645,6.65894,-1.20368,-0.835018,8.03816,-0.427946
33.65,7.09839,-1.07449,-0.629508,7.97994,-0.678179
33.655,7.15332,-0.827738,-0.216521,7.92739,-0.907579
33.66,7.21436,-0.492291,0.27595,7.87996,-1.10998
33.665,7.9895,-0.107024,0.7048,7.83712,-1.2799
33.67,8.59375,0.284108,0.948532,7.79839,-1.41285
33.675,8.56934,0.637524,0.933374,7.76333,-1.50555
33.68,8.46558,0.915012,0.649618,7.73155,-1.55594
33.685,7.93457,1.0877,0.15922,7.70269,-1.56315
33.69,6.9458,1.13905,-0.411319,7.67644,-1.5276
33.695,6.35986,1.06683,-0.898322,7.65255,-1.45128
33.7,6.13403,0.882808,-1.14876,7.63087,-1.33749
33.705,5.95093,0.610549,-1.07437,7.61125,-1.19044
33.71,6.87866,0.282645,-0.691505,7.59363,-1.01537
33.715,7.62329,-0.0631245,-0.122275,7.578,-0.818413
33.72,7.31201,-0.388529,0.449201,7.56442,-0.606306
33.725,7.05566,-0.659218,0.851315,7.55299,-0.386082
33.73,7.4585,-0.848344,0.990695,7.54388,-0.164872
