sec,EEG,alpha,beta,delta,theta 
22.635,96.4905,0.0335635,-0.214199,92.5609,1.60723
22.64,97.1069,0.218901,0.143947,92.9966,1.60186
22.645,97.6318,0.400051,0.312148,93.392,1.55338
22.65,98.5168,0.559302,0.266811,93.7462,1.46116
22.655,99.0295,0.679002,0.108614,94.0582,1.32584
22.66,99.3774,0.744096,-0.0319454,94.3272,1.14935
22.665,98.6145,0.744171,-0.084165,94.5526,0.934715
22.67,97.4915,0.674708,-0.0647927,94.7339,0.686288
22.675,97.7356,0.538276,-0.035159,94.8707,0.409664
22.68,98.2056,0.344803,-0.0413523,94.9627,0.111413
22.685,97.1069,0.110804,-0.0872808,95.0098,-0.200949
22.69,95.8252,-0.142063,-0.150302,95.012,-0.519147
22.695,94.7327,-0.388995,-0.212605,94.9694,-0.834486
22.7,93.4814,-0.604598,-0.271959,94.8824,-1.13819
22.705,93.1824,-0.765752,-0.316562,94.7513,-1.42157
22.71,92.8101,-0.854563,-0.303246,94.5766,-1.67616
22.715,92.749,-0.860163,-0.175506,94.359,-1.89399
22.72,92.1387,-0.780085,0.0801623,94.0991,-2.06812
22.725,90.6311,-0.621178,0.38302,93.7978,-2.19291
22.73,90.3381,-0.398738,0.569982,93.456,-2.2639
22.735,91.1011,-0.135085,0.487433,93.0748,-2.27803
22.74,91.1316,0.142903,0.109279,92.6552,-2.23394
22.745,90.094,0.406776,-0.409383,92.1984,-2.13194
22.75,88.4399,0.629067,-0.799557,91.7056,-1.97402
22.755,87.384,0.786795,-0.841952,91.1781,-1.76384
22.76,88.0676,0.864247,-0.512591,90.6172,-1.50678
22.765,89.032,0.854443,-0.00813264,90.0243,-1.20961
22.77,88.6658,0.759638,0.381833,89.4008,-0.880392
22.775,87.7991,0.591107,0.468435,88.748,-0.527937
22.78,87.4634,0.367855,0.280498,88.0675,-0.161986
22.785,86.3342,0.114482,0.020852,87.3606,0.207266
22.79,84.8572,-0.141756,-0.103027,86.6288,0.569624
22.795,84.3994,-0.373892,-0.0418337,85.8734,0.914815
22.8,84.6802,-0.558311,0.0662493,85.0959,1.23298
22.805,84.4543,-0.677367,0.0252323,84.2977,1.51525
22.81,82.7209,-0.721017,-0.235415,83.48,1.75389
22.815,81.3477,-0.687946,-0.576335,82.6441,1.94265
22.82,80.6824,-0.584929,-0.735157,81.7914,2.07656
22.825,80.2734,-0.425722,-0.527146,80.923,2.15205
22.83,80.3284,-0.229756,-0.00268324,80.0401,2.16751
22.835,80.896,-0.019194,0.559883,79.1436,2.12334
22.84,80.3345,0.183355,0.829115,78.2346,2.02147
22.845,78.6499,0.357453,0.643408,77.3142,1.86547
22.85,76.9348,0.486397,0.119192,76.3831,1.66057
22.855,75.5615,0.559103,-0.433469,75.4421,1.41329
22.86,75.3723,0.571498,-0.723467,74.492,1.13122
22.865,73.9502,0.5261,-0.657103,73.5335,0.822833
22.87,72.1313,0.431113,-0.363641,72.5672,0.497203
22.875,71.6003,0.299325,-0.067749,71.5936,0.163797
22.88,70.7458,0.146548,0.0816847,70.6132,-0.168046
22.885,69.3542,-0.0101849,0.0946826,69.6263,-0.489414
22.89,67.9321,-0.154744,0.0830692,68.6333,-0.791796
22.895,66.3757,-0.273729,0.134227,67.6344,-1.06725
22.9,65.6189,-0.357315,0.224573,66.63,-1.30893
22.905,65.0391,-0.399501,0.244783,65.6202,-1.51137
22.91,63.4705,-0.39847,0.106232,64.6051,-1.67031
22.915,62.1399,-0.356585,-0.169373,63.5847,-1.7829
22.92,61.4441,-0.279685,-0.448587,62.5593,-1.84777
22.925,59.9609,-0.176297,-0.576896,61.5287,-1.86491
22.93,59.0027,-0.0568919,-0.488208,60.4931,-1.83559
22.935,59.1003,0.0670642,-0.242233,59.4525,-1.7623
22.94,59.198,0.184541,0.0304442,58.4068,-1.64889
22.945,58.4412,0.285396,0.223673,57.3561,-1.50022
22.95,57.0984,0.360912,0.312998,56.3003,-1.32181
22.955,55.7678,0.404342,0.332339,55.2394,-1.11977
22.96,55.6396,0.411546,0.304611,54.1735,-0.900616
22.965,54.9866,0.381179,0.202985,53.1026,-0.671108
22.97,53.7781,0.314815,-0.01744,52.0268,-0.437725
22.975,52.4597,0.217026,-0.345676,50.9463,-0.206627
22.98,50.7813,0.0956383,-0.666466,49.8611,0.0163038
22.985,49.3347,-0.0389465,-0.801091,48.7715,0.225782
22.99,48.7183,-0.174576,-0.622385,47.6777,0.417302
22.995,48.2971,-0.298029,-0.164338,46.58,0.58717
23,47.9919,-0.39602,0.364456,45.4788,0.732471
23.005,47.1436,-0.456549,0.692435,44.3744,0.851125
23.01,45.7153,-0.470541,0.654619,43.2675,0.941914
23.015,44.2688,-0.433079,0.300856,42.1584,1.00459
23.02,42.4866,-0.344295,-0.135765,41.0478,1.03963
23.025,41.1987,-0.209552,-0.393363,39.9364,1.04808
23.03,40.21,-0.0399281,-0.356586,38.8249,1.0317
23.035,39.7522,0.148483,-0.128349,37.7141,0.992608
23.04,39.0747,0.336168,0.0529918,36.6049,0.933157
23.045,36.7737,0.502173,-0.00617963,35.4983,0.856005
23.05,34.4849,0.626149,-0.302872,34.3951,0.764079
23.055,33.551,0.691079,-0.62319,33.2966,0.660455
23.06,33.4717,0.685425,-0.685629,32.2037,0.548162
23.065,32.3669,0.605134,-0.344892,31.1176,0.430066
23.07,30.1086,0.454662,0.282996,30.0396,0.308868
23.075,28.8269,0.247175,0.866675,28.9709,0.187163
23.08,27.7649,0.00367388,1.05858,27.9127,0.0672285
23.085,27.124,-0.249348,0.714257,26.8665,-0.049087
23.09,24.8291,-0.482972,-0.00677231,25.8335,-0.160023
23.095,21.7896,-0.66919,-0.729647,24.8151,-0.263871
23.1,20.0256,-0.783906,-1.08934,23.8128,-0.35929
23.105,19.4824,-0.810404,-0.942834,22.8277,-0.445137
23.11,18.8782,-0.741902,-0.434151,21.8615,-0.520328
23.115,17.7429,-0.583043,0.118797,20.9154,-0.584031
23.12,18.2312,-0.349665,0.433937,19.9909,-0.635631
23.125,18.0359,-0.0669813,0.42953,19.0892,-0.674701
23.13,16.6321,0.232978,0.234862,18.2119,-0.700856
23.135,15.5334,0.514823,0.0591396,17.3603,-0.713838
23.14,14.8376,0.744306,0.0212556,16.5355,-0.713619
23.145,14.4531,0.892901,0.0714422,15.7388,-0.700429
23.15,14.2029,0.941243,0.0582514,14.9715,-0.674612
23.155,13.8367,0.882053,-0.122402,14.2347,-0.636573
23.16,13.0127,0.72152,-0.415747,13.5294,-0.587027
23.165,10.6201,0.478501,-0.626184,12.8567,-0.527075
23.17,8.94775,0.182139,-0.558177,12.2176,-0.457891
23.175,10.022,-0.131528,-0.175254,11.613,-0.380833
23.18,10.8459,-0.423848,0.345184,11.0435,-0.297464
23.185,9.99756,-0.658424,0.709907,10.5101,-0.209798
23.19,8.72192,-0.806105,0.696472,10.0134,-0.119955
23.195,7.79419,-0.848671,0.302198,9.5539,-0.0300212
23.2,7.50732,-0.781206,-0.252771,9.13212,0.0576815
23.205,7.38525,-0.61296,-0.664862,8.74849,0.140776
23.21,7.26929,-0.36627,-0.734811,8.4033,0.217061
23.215,8.07495,-0.0735737,-0.478465,8.09677,0.284419
23.22,9.06982,0.226898,-0.0915142,7.82904,0.340884
23.225,9.08813,0.496002,0.196268,7.60016,0.384758
23.23,8.63037,0.698797,0.266019,7.41007,0.414713
23.235,9.13086,0.809302,0.162986,7.25862,0.429825
23.24,9.90601,0.81382,0.0296547,7.14561,0.429557
23.245,9.92432,0.712942,-0.014827,7.07077,0.413901
23.25,9.28345,0.521271,0.04482,7.03371,0.383486
23.255,8.8501,0.265401,0.126976,7.03399,0.339441
23.26,8.64258,-0.0192946,0.130502,7.07106,0.283258
23.265,8.77686,-0.293724,0.0171937,7.14432,0.216871
23.27,8.59375,-0.520375,-0.165035,7.25312,0.142755
23.275,8.43506,-0.668175,-0.324273,7.39671,0.0638122
23.28,8.6853,-0.716763,-0.391565,7.57429,-0.0170835
23.285,8.47778,-0.659162,-0.356616,7.78503,-0.096889
23.29,8.5083,-0.503002,-0.251059,8.02803,-0.172388
23.295,9.43604,-0.26957,-0.112123,8.30233,-0.240536
23.3,10.6934,0.00939755,0.0436698,8.60697,-0.298645
23.305,11.2732,0.296099,0.209514,8.94092,-0.344466
23.31,11.3159,0.551285,0.357102,9.3031,-0.376203
23.315,11.5967,0.739761,0.424521,9.6924,-0.392483
23.32,12.3535,0.835269,0.343569,10.1077,-0.392621
23.325,12.1277,0.823712,0.0977284,10.5479,-0.376629
23.33,11.7615,0.705341,-0.237312,11.0118,-0.345117
23.335,12.4084,0.494673,-0.51405,11.4982,-0.299369
23.34,12.2559,0.218606,-0.594386,12.006,-0.241301
23.345,12.1887,-0.0870154,-0.439209,12.534,-0.17353
23.35,12.384,-0.382656,-0.139042,13.081,-0.0990203
23.355,12.7808,-0.630068,0.137125,13.6458,-0.0209079
23.36,14.2334,-0.796877,0.250683,14.2273,0.057363
23.365,15.1245,-0.861117,0.181305,14.8242,0.132368
23.37,14.801,-0.81419,0.0319847,15.4354,0.200813
23.375,14.8438,-0.66182,-0.0524105,16.0598,0.259678
23.38,16.0522,-0.423185,0.00397261,16.6963,0.30599
23.385,17.1936,-0.128241,0.149286,17.3437,0.337105
23.39,18.2495,0.186197,0.238169,18.001,0.351321
23.395,19.2871,0.481326,0.145098,18.6671,0.347752
23.4,19.8303,0.721259,-0.130546,19.341,0.326159
23.405,19.5496,0.87752,-0.444704,20.0217,0.28696
23.41,19.5068,0.932323,-0.594477,20.7082,0.231465
23.415,20.5505,0.880483,-0.454997,21.3996,0.161768
23.42,22.1375,0.730306,-0.0758029,22.0949,0.0805133
23.425,23.1506,0.5023,0.336742,22.7932,-0.00928567
23.43,22.8149,0.225832,0.544402,23.4936,-0.104206
23.435,22.4731,-0.0649884,0.428141,24.1954,-0.200446
23.44,22.9126,-0.335553,0.0633961,24.8977,-0.294093
23.445,22.7783,-0.554916,-0.326603,25.5998,-0.381379
23.45,23.175,-0.699582,-0.507566,26.3009,-0.458648
23.455,24.0479,-0.756105,-0.378294,27.0004,-0.522582
23.46,25.293,-0.721882,-0.0296319,27.6975,-0.570449
23.465,25.6653,-0.605244,0.31931,28.3915,-0.600312
23.47,25.9094,-0.424155,0.457679,29.0819,-0.610975
23.475,27.3804,-0.20319,0.304609,29.768,-0.601838
23.48,29.2297,0.0297167,-0.0544029,30.4493,-0.573064
23.485,29.7791,0.247319,-0.428695,31.1253,-0.525721
23.49,30.0476,0.425904,-0.632127,31.7955,-0.461537
23.495,30.3955,0.547846,-0.574236,32.4594,-0.383078
23.5,31.9946,0.603681,-0.290398,33.1165,-0.293589
23.505,34.4421,0.592448,0.0939561,33.7664,-0.196703
23.51,35.7605,0.520891,0.430921,34.4088,-0.0960261
23.515,36.2183,0.402222,0.607788,35.0433,0.00468834
23.52,36.6699,0.253804,0.576842,35.6696,0.101496
23.525,36.8591,0.0947175,0.35755,36.2874,0.190615
23.53,37.2742,-0.0566635,0.0225926,36.8963,0.268667
23.535,38.0554,-0.18493,-0.324813,37.4962,0.332968
23.54,39.4104,-0.278971,-0.579634,38.0867,0.381421
23.545,39.9048,-0.332499,-0.668149,38.6678,0.412389
23.55,38.739,-0.34465,-0.574924,39.2393,0.424851
23.555,40.0024,-0.319229,-0.347168,39.801,0.418808
23.56,42.3767,-0.263296,-0.0719314,40.3529,0.395075
23.565,43.9575,-0.185957,0.166281,40.8947,0.355064
23.57,44.2566,-0.09714,0.321791,41.4266,0.300946
23.575,43.7805,-0.00644385,0.395434,41.9484,0.235414
23.58,44.2688,0.0777702,0.411917,42.4601,0.161361
23.585,45.3247,0.149266,0.385591,42.9618,0.0819881
23.59,45.9412,0.203835,0.302851,43.4536,0.000702071
23.595,46.0449,0.239081,0.134658,43.9355,-0.0791907
23.6,45.99,0.254307,-0.12896,44.4077,-0.154611
23.605,45.4407,0.249999,-0.446007,44.8702,-0.222705
23.61,44.8242,0.22731,-0.718196,45.3233,-0.280933
23.615,45.6055,0.188116,-0.830507,45.767,-0.327334
23.62,46.9971,0.135077,-0.708961,46.2016,-0.360778
23.625,47.4182,0.0716993,-0.365188,46.6272,-0.380904
23.63,47.1985,0.00227955,0.0973974,47.0442,-0.387734
23.635,47.7356,-0.0680064,0.523803,47.4527,-0.38189
23.64,49.2554,-0.133147,0.771443,47.8531,-0.364524
23.645,49.6521,-0.186801,0.76727,48.2456,-0.337438
23.65,49.469,-0.222857,0.533382,48.6304,-0.302837
23.655,49.0173,-0.236164,0.171511,49.008,-0.262983
23.66,48.9136,-0.223086,-0.186881,49.3786,-0.220281
23.665,49.0479,-0.182371,-0.437302,49.7425,-0.177366
23.67,49.6216,-0.116176,-0.540955,50.0999,-0.136712
23.675,49.6094,-0.0301652,-0.528385,50.4514,-0.100414
23.68,50.0977,0.0670065,-0.465985,50.797,-0.0702849
23.685,50.6348,0.164485,-0.404291,51.1373,-0.0477678
23.69,50.6836,0.250166,-0.340044,51.4723,-0.0336594
23.695,51.1963,0.312042,-0.218068,51.8025,-0.0281835
23.7,52.4475,0.340331,0.0193507,52.128,-0.0313297
23.705,53.2715,0.328826,0.365594,52.4491,-0.0426606
23.71,53.0701,0.276314,0.714308,52.7661,-0.0610357
23.715,52.832,0.186908,0.889691,53.0791,-0.0847842
23.72,53.4363,0.0698154,0.738931,53.3884,-0.112079
23.725,53.3142,-0.0613083,0.2416,53.694,-0.14106
23.73,52.417,-0.190027,-0.439881,53.9962,-0.169736
23.735,51.6602,-0.299144,-1.01446,54.2949,-0.196143
23.74,51.4038,-0.373214,-1.20694,54.5903,-0.218493
23.745,51.709,-0.40052,-0.912875,54.8824,-0.235275
23.75,52.6428,-0.375089,-0.270399,55.1711,-0.245309
23.755,53.8147,-0.298016,0.403184,55.4564,-0.24778
23.76,55.2856,-0.177487,0.781565,55.7382,-0.242381
23.765,55.4932,-0.0280166,0.709884,56.0164,-0.229245
23.77,54.8645,0.131344,0.28567,56.2907,-0.209085
23.775,55.1392,0.279528,-0.21012,56.561,-0.182997
23.78,55.8777,0.396383,-0.487617,56.827,-0.152451
23.785,56.5674,0.465533,-0.417718,57.0884,-0.119285
23.79,57.3059,0.476224,-0.0955043,57.345,-0.0854065
23.795,57.9285,0.425103,0.237428,57.5962,-0.0528213
23.8,58.2397,0.317518,0.353449,57.8416,-0.0235566
23.805,57.9224,0.166872,0.179306,58.0809,0.000586561
23.81,57.7576,-0.00750284,-0.168958,58.3136,0.0181242
23.815,58.2336,-0.182795,-0.471123,58.539,0.0280016
23.82,58.9539,-0.33565,-0.545559,58.7566,0.0294816
23.825,58.8379,-0.445484,-0.358644,58.966,0.0221706
23.83,58.5754,-0.497477,-0.0320439,59.1664,0.00630002
23.835,59.4788,-0.484731,0.24371,59.3572,-0.0171848
23.84,60.9009,-0.409048,0.326881,59.5379,-0.0470312
23.845,61.5845,-0.280628,0.201797,59.7077,-0.0816531
23.85,60.7849,-0.11695,-0.0271748,59.8661,-0.11912
23.855,60.5347,0.0595766,-0.210079,60.0122,-0.157347
23.86,61.3342,0.225166,-0.244222,60.1456,-0.194132
23.865,62.0178,0.357899,-0.128645,60.2654,-0.227331
23.87,61.9141,0.440525,0.0452216,60.3711,-0.254803
23.875,61.9385,0.462916,0.156164,60.4619,-0.274601
23.88,61.9812,0.423619,0.127502,60.5374,-0.285457
23.885,61.6028,0.329893,-0.0302202,60.5968,-0.286595
23.89,60.9802,0.196602,-0.228629,60.6396,-0.277608
23.895,60.6934,0.0438449,-0.355783,60.6653,-0.258598
23.9,60.8826,-0.105951,-0.343123,60.6733,-0.230258
23.905,60.8765,-0.231299,-0.201652,60.6633,-0.193959
23.91,60.5957,-0.314992,-0.00803777,60.6348,-0.151668
23.915,60.4675,-0.346476,0.147218,60.5873,-0.105635
23.92,60.9253,-0.323059,0.212173,60.5206,-0.0583574
23.925,60.9741,-0.250231,0.194051,60.4344,-0.0125674
23.93,60.675,-0.141004,0.135236,60.3284,0.0290063
23.935,60.791,-0.0138451,0.0669176,60.2025,0.063898
23.94,60.7483,0.110302,-0.019993,60.0567,0.0897653
23.945,60.3455,0.211332,-0.156408,59.8907,0.10456
23.95,60.0769,0.27269,-0.343433,59.7048,0.106797
23.955,59.4604,0.283867,-0.510782,59.4989,0.0957302
23.96,59.6252,0.24258,-0.533993,59.2732,0.0713887
23.965,59.8022,0.154708,-0.316072,59.028,0.0343411
23.97,59.1919,0.0334009,0.11691,58.7634,-0.0141131
23.975,59.1492,-0.102623,0.58248,58.48,-0.0720016
23.98,59.2773,-0.231837,0.817486,58.178,-0.13686
23.985,58.3557,-0.332845,0.635195,57.8581,-0.205784
23.99,56.8848,-0.387739,0.0660734,57.5207,-0.275295
23.995,56.2805,-0.385068,-0.62036,57.1665,-0.341729
24,56.2256,-0.32143,-1.05179,56.7959,-0.401639
24.005,55.0781,-0.20199,-0.973686,56.4099,-0.45181
24.01,54.0222,-0.0401593,-0.41451,56.009,-0.489408
24.015,54.6082,0.144056,0.316738,55.5942,-0.511931
24.02,55.8594,0.326896,0.81138,55.1661,-0.517664
24.025,56.3354,0.483853,0.809286,54.7255,-0.505885
24.03,54.3762,0.592654,0.352288,54.2734,-0.476594
24.035,51.9836,0.636369,-0.254646,53.8106,-0.430661
24.04,51.6174,0.605961,-0.64695,53.338,-0.369915
24.045,51.709,0.50159,-0.629445,52.8565,-0.297011
24.05,51.7029,0.332602,-0.279552,52.367,-0.215302
24.055,51.2817,0.11639,0.131203,51.8705,-0.128624
24.06,50.7141,-0.123533,0.333272,51.3678,-0.0412087
24.065,49.939,-0.360097,0.233637,50.8598,0.0424081
24.07,48.5229,-0.566227,-0.0459652,50.3475,0.11776
24.075,47.9858,-0.717985,-0.278535,49.8316,0.180895
24.08,48.4131,-0.79723,-0.300661,49.313,0.228227
24.085,48.2422,-0.793576,-0.116057,48.7924,0.256744
24.09,47.9492,-0.705794,0.127002,48.2707,0.26439
24.095,47.522,-0.541957,0.252009,47.7485,0.25026
24.1,47.4731,-0.318225,0.174287,47.2265,0.214554
24.105,47.2473,-0.0571209,-0.0552686,46.7053,0.158563
24.11,46.7834,0.214577,-0.297936,46.1854,0.0846538
24.115,46.6125,0.468883,-0.420263,45.6675,-0.00364607
24.12,46.8323,0.679545,-0.364544,45.1519,-0.101911
24.125,46.1975,0.824819,-0.162562,44.6389,-0.205038
24.13,45.3064,0.889792,0.0997355,44.1291,-0.30728
24.135,44.9341,0.86772,0.326951,43.6225,-0.402655
24.14,44.8914,0.760661,0.440208,43.1193,-0.485413
24.145,44.2322,0.579304,0.387984,42.6198,-0.550147
24.15,42.6697,0.341569,0.159225,42.1239,-0.592041
24.155,40.8508,0.0710065,-0.196507,41.6316,-0.607193
24.16,40.0085,-0.205385,-0.56084,41.1428,-0.592865
24.165,39.209,-0.459728,-0.774741,40.6574,-0.547708
24.17,38.1653,-0.666188,-0.70898,40.1752,-0.471708
24.175,37.8357,-0.804055,-0.345454,39.6959,-0.366473
24.18,38.0615,-0.859146,0.186323,39.2192,-0.235227
24.185,38.3179,-0.825299,0.65457,38.7447,-0.082715
24.19,38.0066,-0.705338,0.838143,38.272,0.0851696
24.195,37.4023,-0.511051,0.646532,37.8006,0.261627
24.2,37.1033,-0.262191,0.172244,37.3301,0.438851
24.205,36.8713,0.0155302,-0.356756,36.8598,0.608315
24.21,36.2732,0.292936,-0.697375,36.3891,0.761454
24.215,35.9924,0.540273,-0.718009,35.9175,0.890165
24.22,36.5784,0.730491,-0.457095,35.4444,0.98704
24.225,36.9751,0.8422,-0.0830055,34.9691,1.04549
24.23,36.6211,0.861838,0.209755,34.4911,1.06037
24.235,36.2671,0.78549,0.30629,34.0096,1.02817
24.24,36.0718,0.620057,0.218434,33.5241,0.947357
24.245,35.2661,0.382795,0.0528627,33.0339,0.818432
24.25,34.2041,0.0994681,-0.0676769,32.5385,0.643913
24.255,33.2642,-0.198474,-0.0805165,32.0374,0.428398
24.26,32.6721,-0.477008,-0.0115892,31.53,0.178463
24.265,31.7688,-0.703105,0.0562284,31.0158,-0.0975716
24.27,30.2246,-0.848883,0.0494825,30.4944,-0.39008
24.275,29.3213,-0.894951,-0.0423871,29.9656,-0.688177
24.28,28.8818,-0.833017,-0.162649,29.4288,-0.980253
24.285,27.8687,-0.667209,-0.229397,28.884,-1.25454
24.29,26.4832,-0.414145,-0.194008,28.3308,-1.49949
24.295,25.8484,-0.101146,-0.0768873,27.7693,-1.70431
24.3,25.9033,0.236668,0.046596,27.1994,-1.85951
24.305,25.5981,0.560286,0.0984343,26.6211,-1.95723
24.31,24.5667,0.831305,0.0538264,26.0345,-1.9915
24.315,23.8342,1.01636,-0.0406269,25.44,-1.95847
24.32,23.5596,1.09132,-0.103275,24.8378,-1.85708
24.325,23.1934,1.0445,-0.0805215,24.2282,-1.68913
24.33,22.4304,0.878245,0.0083337,23.6118,-1.45879
24.335,21.5759,0.608708,0.0820534,22.9891,-1.17254
24.34,21.5332,0.264242,0.0609566,22.3607,-0.839255
24.345,21.0083,-0.117616,-0.0637519,21.7273,-0.469919
24.35,19.7632,-0.494655,-0.207447,21.0898,-0.0770143
24.355,19.2627,-0.824866,-0.243831,20.4491,0.32595
24.36,19.2871,-1.07124,-0.102324,19.806,0.72484
24.365,19.3054,-1.20605,0.161287,19.1617,1.10531
24.37,19.2139,-1.21413,0.378835,18.5172,1.45362
24.375,19.2749,-1.09446,0.371606,17.8737,1.75724
24.38,19.1406,-0.8601,0.0789282,17.2325,2.00513
24.385,18.634,-0.536204,-0.375171,16.5947,2.1881
24.39,17.9138,-0.157294,-0.734581,15.9617,2.29948
24.395,17.7856,0.23673,-0.761527,15.3348,2.33531
24.4,18.5059,0.605487,-0.394217,14.7154,2.29442
24.405,18.6096,0.912567,0.197157,14.1049,2.17837
24.41,17.8955,1.12913,0.699952,13.5047,1.99154
24.415,16.8274,1.2369,0.844057,12.9162,1.74089
24.42,15.9546,1.22961,0.565404,12.3408,1.43567
24.425,14.386,1.11303,0.0415759,11.78,1.08704
24.43,11.9751,0.903415,-0.424424,11.2352,0.707647
24.435,10.1318,0.625015,-0.595692,10.7076,0.31117
24.44,8.97827,0.307088,-0.44314,10.1986,-0.0883688
24.445,7.79419,-0.019456,-0.144217,9.70949,-0.477172
24.45,6.40869,-0.325727,0.0570023,9.24153,-0.84201
24.455,5.13306,-0.587608,0.0263131,8.79589,-1.17068
24.46,4.47388,-0.787216,-0.169576,8.37365,-1.45269
24.465,3.79028,-0.913845,-0.320715,7.97588,-1.67964
24.47,2.58789,-0.964185,-0.237586,7.60355,-1.84548
24.475,2.38037,-0.941657,0.0976213,7.2575,-1.94644
24.48,3.35693,-0.854837,0.502106,6.93851,-1.98152
24.485,3.96118,-0.715598,0.708734,6.64726,-1.9524
24.49,3.75366,-0.537505,0.548331,6.38431,-1.86299
24.495,3.41797,-0.334574,0.0725098,6.15012,-1.71938
24.5,3.36304,-0.119961,-0.469777,5.94505,-1.5296
24.505,3.65601,0.0945633,-0.784672,5.76937,-1.30325
24.51,4.02832,0.298644,-0.713309,5.6232,-1.05097
24.515,5.18799,0.483203,-0.322333,5.50655,-0.783779
24.52,6.70776,0.640338,0.1491,5.41929,-0.512713
24.525,7.51953,0.763022,0.444965,5.36122,-0.248539
24.53,7.34863,0.844797,0.442905,5.33199,-0.00111485
24.535,7.39746,0.880083,0.205165,5.33116,0.221109
24.54,8.09937,0.864741,-0.0892177,5.35812,0.411191
24.545,8.38013,0.796831,-0.271598,5.4122,0.563962
24.55,8.03223,0.677163,-0.277802,5.49259,0.676338
24.555,7.89185,0.509894,-0.157199,5.59838,0.747446
24.56,8.24585,0.303203,-0.00944033,5.72855,0.778355
24.565,8.28247,0.0692143,0.0924294,5.88198,0.771952
24.57,7.33643,-0.176656,0.136204,6.05745,0.732846
24.575,6.98853,-0.416569,0.146336,6.25367,0.667077
24.58,7.39136,-0.631761,0.136863,6.46925,0.581728
24.585,7.20825,-0.804156,0.0915128,6.70278,0.484353
24.59,6.40869,-0.918404,-0.0123765,6.95275,0.382674
24.595,5.93262,-0.963708,-0.163263,7.21759,0.284387
24.6,6.36597,-0.934776,-0.299778,7.49568,0.196405
24.605,7.19604,-0.83235,-0.342945,7.7854,0.124578
24.61,7.54395,-0.66366,-0.254679,8.08507,0.0734712
24.615,8.08716,-0.441991,-0.0739993,8.39298,0.0462441
24.62,9.11865,-0.185177,0.102056,8.70742,0.0443405
24.625,10.1807,0.0863357,0.184395,9.02668,0.0673258
24.63,10.5713,0.351045,0.156774,9.34909,0.113105
24.635,11.322,0.588263,0.0854611,9.67297,0.178115
24.64,12.5366,0.780272,0.0620751,9.99668,0.257334
24.645,13.1287,0.913697,0.122794,10.3186,0.344626
24.65,13.0066,0.980422,0.209209,10.6372,0.433014
24.655,13.1348,0.977491,0.20505,10.9509,0.515142
24.66,13.8611,0.906984,0.0301907,11.2583,0.583704
24.665,14.032,0.775785,-0.27828,11.5581,0.631757
24.67,13.4888,0.594427,-0.564278,11.8488,0.653158
24.675,12.8784,0.376188,-0.642396,12.1295,0.642961
24.68,12.8357,0.136118,-0.4251,12.3988,0.597622
24.685,13.324,-0.110012,0.00313169,12.6558,0.515275
24.69,13.4827,-0.346451,0.422587,12.8997,0.39592
24.695,13.4216,-0.558377,0.609524,13.1297,0.241567
24.7,13.0432,-0.7322,0.476912,13.345,0.0561914
24.705,11.9812,-0.85608,0.129945,13.5451,-0.154929
24.71,10.6689,-0.920836,-0.203009,13.7297,-0.384837
24.715,10.4614,-0.920466,-0.320473,13.8983,-0.625056
24.72,10.9985,-0.852671,-0.179627,14.0509,-0.866146
24.725,11.0962,-0.719395,0.0809572,14.1874,-1.09815
24.73,10.5286,-0.527461,0.24187,14.3079,-1.31112
24.735,10.2661,-0.28879,0.158696,14.4126,-1.49543
24.74,10.5896,-0.0198149,-0.135618,14.5018,-1.64217
24.745,10.7971,0.259455,-0.45147,14.576,-1.74368
24.75,10.7727,0.526507,-0.569988,14.6358,-1.79374
24.755,11.1877,0.75806,-0.390335,14.6819,-1.78797
24.76,12.6404,0.932447,0.00200256,14.715,-1.72425
24.765,13.5803,1.03194,0.392711,14.7362,-1.60291
24.77,13.5681,1.04477,0.577783,14.7464,-1.4264
24.775,13.7756,0.966799,0.487584,14.7466,-1.19924
24.78,14.5386,0.802583,0.21429,14.7382,-0.928084
24.785,14.8499,0.565616,-0.0692081,14.7224,-0.621635
24.79,14.3066,0.277203,-0.231138,14.7005,-0.290151
24.795,14.0686,-0.0355815,-0.255649,14.674,0.0552229
24.8,14.5447,-0.342363,-0.22326,14.6442,0.402558
24.805,15.1245,-0.612706,-0.220855,14.6127,0.739579
24.81,15.0818,-0.819504,-0.258005,14.5811,1.05426
24.815,15.1428,-0.942071,-0.259094,14.5508,1.33528
24.82,15.8203,-0.968649,-0.136983,14.5235,1.57243
24.825,16.5222,-0.897802,0.114698,14.5007,1.75712
24.83,16.4978,-0.738788,0.386878,14.4841,1.88262
24.835,16.8518,-0.510532,0.513402,14.4752,1.94434
24.84,18.0603,-0.239249,0.384924,14.4754,1.94001
24.845,18.2556,0.0447946,0.0352233,14.4864,1.8697
24.85,17.218,0.310706,-0.36244,14.5094,1.73591
24.855,16.6382,0.530536,-0.594163,14.5461,1.54356
24.86,16.8884,0.682682,-0.535301,14.5975,1.2997
24.865,17.6086,0.754353,-0.22478,14.6651,1.01316
24.87,17.7429,0.74263,0.162959,14.75,0.694144
24.875,17.5842,0.654353,0.424894,14.8533,0.354067
24.88,17.2241,0.505092,0.444572,14.976,0.00499992
24.885,16.3879,0.316841,0.245216,15.1189,-0.340921
24.89,15.5029,0.114796,-0.0431571,15.283,-0.671853
24.895,15.1611,-0.0762671,-0.27092,15.4688,-0.976674
